,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Mühərrikin gücü,Yanacaq növü,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Qiymət,K,r,e,d,i,t
102,Bakı,Toyota,Prado,2011,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,181 000 km,Avtomat,Tam,Xeyr,33 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
103,Bakı,LADA (VAZ),2104,2005,Universal,Tünd qırmızı,1.6 L,76 a.g.,Benzin,99 281 km,Mexaniki,Arxa,Xeyr,5 200 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
104,Bakı,Mercedes,G 55 AMG,2011,Offroader / SUV,Ağ,5.4 L,507 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,56 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
105,Bakı,Mercedes,E 220,1988,Sedan,Qara,2.2 L,146 a.g.,Dizel,321 000 km,Avtomat,Arxa,Xeyr,5 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
106,Bakı,Nissan,Xterra,2020,Offroader / SUV,Boz,2.5 L,165 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,43 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
107,Bakı,Toyota,Prado,2009,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,180 500 km,Avtomat,Tam,Xeyr,34 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
108,Bakı,LADA (VAZ),Niva,2022,Offroader / SUV,Qəhvəyi,1.7 L,83 a.g.,Benzin,0 km,Mexaniki,Tam,Bəli,23 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
109,Bakı,Volkswagen,Caravelle,2014,Minivan,Qara,2.2 L,140 a.g.,Dizel,257 100 km,Avtomat,Ön,Xeyr,34 800 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
110,Bakı,Toyota,Corolla,2004,Hetçbek / Liftbek,Qızılı,1.6 L,110 a.g.,Benzin,106 000 km,Avtomat,Ön,Xeyr,16 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
111,Bakı,Kia,Optima,2016,Sedan,Yaş Asfalt,2.0 L,274 a.g.,Benzin,65 000 km,Avtomat,Ön,Xeyr,31 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
112,Bakı,Opel,Astra,1998,Universal,Qırmızı,1.6 L,100 a.g.,Benzin,480 090 km,Avtomat,Ön,Xeyr,6 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
113,Bakı,Toyota,Prius,2014,Hetçbek / Liftbek,Yaş Asfalt,1.8 L,99 a.g.,Hibrid,136 574 km,Avtomat,Ön,Xeyr,23 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
114,Bakı,Kia,Sorento,2013,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,170 000 km,Avtomat,Ön,Xeyr,32 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
115,Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0 L,165 a.g.,Benzin,132 000 km,Avtomat,Ön,Xeyr,18 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
116,Bakı,BMW,428,2016,Hetçbek / Liftbek,Qara,2.0 L,245 a.g.,Benzin,121 000 km,Avtomat,Ön,Xeyr,26 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
117,Bakı,BMW,740,2000,Sedan,Qara,4.0 L,286 a.g.,Benzin,326 000 km,Avtomat,Arxa,Xeyr,12 400 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
118,Bakı,Jeep,Wrangler,2021,Offroader / SUV,Yaş Asfalt,2.0 L,272 a.g.,Benzin,5 870 km,Avtomat,Tam,Xeyr,58 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
119,Bakı,Honda,Civic,2006,Sedan,Gümüşü,1.3 L,88 a.g.,Benzin,240 000 km,Variator,Ön,Xeyr,11 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
120,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
121,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
122,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
123,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
124,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
125,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
126,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
127,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
128,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
129,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
130,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
131,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
132,Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8 L,150 a.g.,Benzin,205 996 km,Avtomat,Ön,Xeyr,17 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
133,Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.0 L,150 a.g.,Dizel,81 300 km,Avtomat,Ön,Xeyr,18 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
134,Sumqayıt,Fiat,Doblo,2011,Minivan,Qəhvəyi,1.5 L,110 a.g.,Dizel,139 700 km,Mexaniki,Ön,Xeyr,13 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
135,Bakı,Nissan,X-Trail,2022,Offroader / SUV,Boz,2.0 L,150 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,49 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
136,Bakı,Toyota,Corolla,2004,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Dizel,238 000 km,Mexaniki,Ön,Xeyr,13 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
137,Bakı,Opel,Astra,2009,Universal,Mavi,1.4 L,90 a.g.,Benzin,165 000 km,Mexaniki,Ön,Xeyr,13 700 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
138,Bakı,Toyota,Prado,2011,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,181 000 km,Avtomat,Tam,Xeyr,33 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
139,Bakı,LADA (VAZ),2104,2005,Universal,Tünd qırmızı,1.6 L,76 a.g.,Benzin,99 281 km,Mexaniki,Arxa,Xeyr,5 200 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
140,Bakı,Mercedes,G 55 AMG,2011,Offroader / SUV,Ağ,5.4 L,507 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,56 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
141,Bakı,Mercedes,E 220,1988,Sedan,Qara,2.2 L,146 a.g.,Dizel,321 000 km,Avtomat,Arxa,Xeyr,5 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
142,Bakı,Nissan,Xterra,2020,Offroader / SUV,Boz,2.5 L,165 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,43 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
143,Bakı,Toyota,Prado,2009,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,180 500 km,Avtomat,Tam,Xeyr,34 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
144,Bakı,Toyota,Prado,2012,Offroader / SUV,Qara,2.7 L,167 a.g.,Benzin,114 000 km,Avtomat,Tam,Xeyr,28 300 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
145,Bakı,Bentley,Continental GT,2015,Kupe,Qara,6.0 L,625 a.g.,Benzin,11 320 km,Avtomat,Tam,Xeyr,128 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
146,Bakı,Skoda,Kodiaq,2020,Offroader / SUV,Qara,2.0 L,150 a.g.,Dizel,28 650 km,Avtomat,Tam,Xeyr,57 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
147,Bakı,Jeep,Grand Cherokee,2012,Offroader / SUV,Ağ,3.6 L,286 a.g.,Benzin,32 800 km,Avtomat,Tam,Xeyr,27 800 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
148,Bakı,Toyota,Land Cruiser,2011,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,223 000 km,Avtomat,Tam,Xeyr,35 000 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
149,Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,80 000 km,Avtomat,Tam,Xeyr,22 550 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
150,Bakı,Hyundai,i30,2008,Universal,Yaş Asfalt,1.6 L,115 a.g.,Dizel,239 000 km,Mexaniki,Ön,Xeyr,11 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
151,Bakı,Opel,Astra,1998,Universal,Gümüşü,1.6 L,101 a.g.,Benzin,250 000 km,Mexaniki,Ön,Xeyr,7 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
152,Mingəçevir,Audi,Q7,2006,Offroader / SUV,Boz,4.2 L,350 a.g.,Benzin,302 000 km,Avtomat,Tam,Xeyr,23 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
153,Bakı,BMW,X5,2007,Offroader / SUV,Boz,3.0 L,272 a.g.,Benzin,374 977 km,Avtomat,Tam,Xeyr,23 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
154,Bakı,Honda,Accord,2018,Sedan,Qara,1.5 L,192 a.g.,Benzin,51 000 km,Avtomat,Ön,Xeyr,19 900 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
155,Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Qara,1.5 L,76 a.g.,Hibrid,227 000 km,Avtomat,Ön,Xeyr,13 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
156,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
157,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
158,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
159,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
160,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
161,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
162,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
163,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
164,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
165,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
166,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
167,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
168,Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8 L,150 a.g.,Benzin,205 996 km,Avtomat,Ön,Xeyr,17 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
169,Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.0 L,150 a.g.,Dizel,81 300 km,Avtomat,Ön,Xeyr,18 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
170,Sumqayıt,Fiat,Doblo,2011,Minivan,Qəhvəyi,1.5 L,110 a.g.,Dizel,139 700 km,Mexaniki,Ön,Xeyr,13 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
171,Bakı,Nissan,X-Trail,2022,Offroader / SUV,Boz,2.0 L,150 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,49 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
172,Bakı,Toyota,Corolla,2004,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Dizel,238 000 km,Mexaniki,Ön,Xeyr,13 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
173,Bakı,Opel,Astra,2009,Universal,Mavi,1.4 L,90 a.g.,Benzin,165 000 km,Mexaniki,Ön,Xeyr,13 700 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
174,Bakı,Toyota,Prado,2011,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,181 000 km,Avtomat,Tam,Xeyr,33 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
175,Bakı,LADA (VAZ),2104,2005,Universal,Tünd qırmızı,1.6 L,76 a.g.,Benzin,99 281 km,Mexaniki,Arxa,Xeyr,5 200 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
176,Bakı,Mercedes,G 55 AMG,2011,Offroader / SUV,Ağ,5.4 L,507 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,56 000 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
177,Bakı,Mercedes,E 220,1988,Sedan,Qara,2.2 L,146 a.g.,Dizel,321 000 km,Avtomat,Arxa,Xeyr,5 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
178,Bakı,Nissan,Xterra,2020,Offroader / SUV,Boz,2.5 L,165 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,43 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
179,Bakı,Toyota,Prado,2009,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,180 500 km,Avtomat,Tam,Xeyr,34 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
180,Bakı,Toyota,Land Cruiser,2020,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,22 000 km,Avtomat,Tam,Xeyr,77 000 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
181,Bakı,Lexus,ES 300h,2022,Sedan,Boz,2.5 L,218 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,65 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
182,Bakı,Hyundai,ix35,2013,Offroader / SUV,Qara,2.0 L,166 a.g.,Benzin,173 000 km,Avtomat,Tam,Xeyr,24 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
183,Bakı,Toyota,Highlander,2021,Offroader / SUV,Yaş Asfalt,2.5 L,248 a.g.,Hibrid,0 km,Avtomat,Tam,Bəli,65 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
184,Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,221 000 km,Avtomat,Ön,Xeyr,20 950 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
185,Bakı,BMW,X5,2006,Offroader / SUV,Qara,4.4 L,320 a.g.,Benzin,204 000 km,Avtomat,Tam,Xeyr,24 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
186,Bakı,Toyota,Prius,2014,Hetçbek / Liftbek,Qara,1.8 L,99 a.g.,Hibrid,168 981 km,Avtomat,Ön,Xeyr,22 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
187,Bakı,Nissan,Tiida,2011,Sedan,Ağ,1.5 L,99 a.g.,Benzin,41 000 km,Avtomat,Ön,Xeyr,13 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
188,Bakı,Daewoo,Gentra,2014,Sedan,Ağ,1.5 L,107 a.g.,Benzin,73 000 km,Mexaniki,Ön,Xeyr,10 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
189,Sumqayıt,Ford,Explorer,2004,Offroader / SUV,Göy,4.0 L,212 a.g.,Benzin,167 000 km,Avtomat,Tam,Xeyr,15 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
190,Bakı,Nissan,Sunny,2005,Sedan,Yaşıl,1.5 L,90 a.g.,Benzin,206 000 km,Avtomat,Tam,Xeyr,10 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
191,Bakı,BMW,X5,2013,Offroader / SUV,Ağ,3.0 L,306 a.g.,Benzin,158 000 km,Avtomat,Tam,Xeyr,26 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
192,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
193,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
194,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
195,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
196,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
197,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
198,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
199,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
200,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
201,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
202,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
203,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
204,Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8 L,150 a.g.,Benzin,205 996 km,Avtomat,Ön,Xeyr,17 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
